Q1(S),Q2(A),Q3(D),Q4(A),Q5(D),Q6(S),Q7(A),Q8(S),Q9(A),Q10(D),Q11(S),Q12(S),Q13(D),Q14(S),Q15(A),Q16(D),Q17(D),Q18(S),Q19(A),Q20(A),Q21(D),TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,education,urban,gender,age,familysize,Str,Anx,Dep,Depression,Anxiety,Stress,family,family_enc,age class,age_enc
0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,6,6,5,6,7,5,7,3,2,1,2,3,2,21,3,6,4,6,0,0,0,Nuclear,2,18-25,0
2,2,1,1,3,2,2,2,2,2,2,1,2,1,1,2,3,0,1,2,2,1,2,1,7,1,7,6,5,2,6,2,2,2,18,2,20,22,30,4,4,2,Nuclear,2,18-25,0
0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,1,5,5,6,3,6,4,2,3,5,2,2,3,2,18,4,6,8,4,0,1,0,Nuclear,2,18-25,0
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,3,4,5,1,6,5,4,5,7,2,4,1,1,53,3,2,2,6,0,0,0,Nuclear,2,46-60,3
1,0,0,0,1,1,1,1,0,0,2,2,1,0,1,0,1,1,0,2,0,3,4,3,6,5,2,6,6,4,5,3,2,2,19,3,16,8,6,0,1,1,Nuclear,2,18-25,0
1,0,1,1,0,1,2,2,3,0,2,1,1,3,2,0,1,1,3,3,1,5,7,6,6,5,5,7,1,3,2,3,2,1,22,3,22,28,8,0,4,2,Nuclear,2,18-25,0
3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,5,7,7,7,6,4,4,4,3,2,3,2,2,21,2,42,36,42,4,4,4,Nuclear,2,18-25,0
0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,3,3,7,5,7,7,7,1,5,1,4,3,2,35,2,12,2,2,0,0,0,Nuclear,2,26-35,1
1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,5,5,5,6,5,3,5,2,2,4,2,2,50,3,12,10,14,2,2,0,Nuclear,2,46-60,3
2,1,0,0,3,2,1,1,2,1,1,2,3,2,2,1,2,2,0,2,0,3,5,3,6,6,2,6,6,4,5,3,2,2,19,3,24,16,20,2,3,2,Nuclear,2,18-25,0
1,0,1,0,2,2,0,2,3,1,3,3,2,0,1,1,0,2,0,2,0,1,7,1,7,1,5,6,2,1,1,2,2,2,21,2,26,12,14,2,2,3,Nuclear,2,18-25,0
0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,7,2,6,3,6,1,7,5,5,2,3,2,2,47,2,6,6,0,0,0,0,Nuclear,2,46-60,3
2,0,1,1,1,2,2,1,1,0,2,2,2,0,2,1,2,1,2,2,2,2,5,4,7,2,6,5,4,3,3,3,1,2,25,4,20,20,18,2,4,2,Nuclear,2,18-25,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,2,5,1,5,5,5,5,6,2,2,3,1,20,3,2,0,4,0,0,0,Nuclear,2,18-25,0
3,2,3,2,3,2,1,3,1,1,2,3,3,2,3,3,3,2,2,1,1,3,5,5,7,5,7,6,6,2,6,2,1,2,48,3,34,24,34,4,4,4,Nuclear,2,46-60,3
1,1,2,0,3,2,1,2,0,2,2,2,2,2,1,2,1,2,1,2,1,4,5,6,5,6,7,7,5,6,3,2,1,1,31,2,26,12,26,3,2,3,Nuclear,2,26-35,1
3,0,3,2,2,2,1,2,1,1,2,2,1,0,0,3,0,0,0,1,2,5,5,5,4,5,3,6,5,4,4,4,3,1,28,2,22,10,24,3,2,2,Nuclear,2,26-35,1
0,0,0,0,2,0,3,1,2,1,0,0,0,1,0,2,0,3,0,0,1,2,5,6,3,5,6,4,3,4,4,2,2,2,19,4,10,10,12,1,2,0,Nuclear,2,18-25,0
1,0,1,0,1,1,0,1,3,2,1,1,0,1,0,1,1,1,0,0,2,3,4,3,3,4,5,3,5,4,4,2,2,1,18,4,14,6,16,2,0,0,Nuclear,2,18-25,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,7,1,5,6,2,3,7,3,4,1,1,43,2,0,0,6,0,0,0,Nuclear,2,36-45,2
0,0,1,0,2,0,0,2,0,1,0,3,2,0,0,3,0,1,1,2,2,2,5,6,1,7,6,3,4,6,1,4,2,1,38,3,12,6,22,3,0,0,Nuclear,2,36-45,2
3,2,1,2,2,1,2,2,3,1,3,2,2,3,2,2,2,3,1,3,1,5,3,2,7,5,3,5,6,3,3,3,2,2,23,2,34,30,22,3,4,4,Nuclear,2,18-25,0
0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,1,1,1,0,0,1,4,7,6,2,4,6,4,6,6,4,3,3,1,22,3,2,0,16,2,0,0,Nuclear,2,18-25,0
1,0,0,0,1,1,0,0,1,0,1,1,1,2,0,0,0,2,0,0,0,4,5,7,7,4,6,4,1,5,2,4,2,2,40,2,16,2,4,0,0,1,Nuclear,2,36-45,2
2,1,3,2,2,1,1,2,1,1,2,2,1,1,1,3,1,1,3,2,2,2,2,4,4,4,7,6,6,6,4,4,3,2,38,1,22,22,26,3,4,2,Nuclear,2,36-45,2
1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,0,1,0,1,1,2,2,7,5,3,7,7,1,3,1,2,3,2,50,3,16,10,10,1,2,1,Nuclear,2,46-60,3
2,0,2,1,1,0,1,1,2,3,2,1,3,1,1,2,3,1,0,1,3,5,2,6,6,3,4,6,4,4,3,1,1,1,18,2,16,12,34,4,2,1,Nuclear,2,18-25,0
3,3,2,0,2,1,1,1,2,2,1,2,1,0,1,2,3,1,0,2,0,1,2,3,3,7,6,7,6,2,5,3,2,1,58,2,18,18,24,3,3,1,Nuclear,2,46-60,3
2,3,1,3,1,2,3,2,2,1,2,2,2,2,3,1,1,1,2,3,0,2,5,6,7,2,6,6,2,1,1,2,3,2,19,2,26,38,14,2,4,3,Nuclear,2,18-25,0
1,0,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,5,2,3,6,6,2,7,6,2,1,2,2,3,18,3,24,12,20,2,2,2,Nuclear,2,18-25,0
0,1,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,2,2,6,7,2,6,6,1,1,7,4,3,2,2,36,2,4,6,10,1,0,0,Nuclear,2,36-45,2
2,1,3,1,2,3,0,2,2,3,2,1,3,2,2,3,2,1,1,2,3,2,5,5,5,4,3,2,6,2,6,2,3,2,18,2,26,18,38,4,3,3,Nuclear,2,18-25,0
1,2,2,0,1,1,0,1,1,0,1,1,2,1,1,1,1,1,1,1,1,5,5,3,4,6,5,6,6,5,2,3,2,1,25,2,14,12,16,2,2,0,Nuclear,2,18-25,0
1,0,0,1,2,1,0,1,0,0,2,1,0,2,1,0,1,1,2,0,0,7,2,6,6,6,1,7,5,3,2,4,2,2,35,2,18,8,6,0,1,1,Nuclear,2,26-35,1
1,3,0,0,1,0,0,0,2,0,2,2,1,1,0,1,2,3,2,0,0,2,6,6,4,3,5,5,6,4,5,2,3,1,18,2,18,14,10,1,2,1,Nuclear,2,18-25,0
1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,6,6,6,5,5,7,6,1,6,2,2,3,2,27,2,14,10,6,0,2,0,Nuclear,2,26-35,1
0,0,2,1,1,0,0,2,0,3,1,3,3,1,0,2,2,0,1,0,3,6,5,6,4,5,6,2,4,5,3,3,3,1,23,1,14,4,32,4,0,0,Nuclear,2,18-25,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,6,2,6,5,5,2,7,2,2,2,1,68,5,4,0,0,0,0,0,Nuclear,2,60+,4
0,0,1,0,3,0,0,0,0,0,0,1,2,0,0,1,1,1,0,1,1,4,3,4,2,6,3,5,5,5,2,3,2,3,22,3,4,2,18,2,0,0,Nuclear,2,18-25,0
3,0,1,0,3,2,0,0,2,2,2,2,1,2,0,1,2,2,0,0,0,2,6,5,5,5,3,6,6,4,5,2,2,2,21,2,26,4,20,2,0,3,Nuclear,2,18-25,0
2,1,2,1,3,3,0,2,3,2,3,2,2,2,2,2,3,2,1,1,2,1,6,3,7,5,7,5,5,2,3,2,1,2,22,2,32,18,32,4,3,3,Nuclear,2,18-25,0
2,1,0,1,3,2,1,3,0,3,1,3,2,0,1,1,2,0,3,2,2,4,5,5,5,7,4,3,5,4,1,3,3,1,42,2,22,18,26,3,3,2,Nuclear,2,36-45,2
2,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,3,1,0,0,3,5,3,5,7,5,6,5,4,2,4,3,2,35,3,16,8,6,0,1,1,Nuclear,2,26-35,1
2,3,2,2,3,3,1,3,3,1,1,3,2,3,2,1,2,3,2,3,2,4,7,3,6,5,6,6,4,3,5,4,3,1,22,2,36,32,26,3,4,4,Nuclear,2,18-25,0
2,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,0,2,2,1,5,7,6,7,6,6,1,2,3,1,24,4,4,10,8,0,2,0,Nuclear,2,18-25,0
2,1,2,2,2,1,2,3,1,1,3,3,3,1,1,1,3,2,3,1,2,4,1,7,0,6,7,7,1,6,1,2,0,2,48,1,30,22,28,4,4,3,Nuclear,2,46-60,3
2,1,2,0,1,2,0,2,1,0,3,3,1,2,1,1,1,3,0,2,1,2,5,4,7,6,3,7,2,1,4,2,2,2,49,3,34,10,14,2,2,4,Nuclear,2,46-60,3
0,0,2,0,1,0,0,0,0,3,1,1,1,0,0,1,1,1,0,0,3,1,1,5,7,5,7,1,5,5,7,2,1,2,39,4,6,0,24,3,0,0,Nuclear,2,36-45,2
1,0,0,1,1,1,0,1,0,0,1,1,2,1,1,1,2,1,1,1,1,5,6,6,6,7,5,6,5,2,1,2,2,2,20,3,14,8,14,2,1,0,Nuclear,2,18-25,0
0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,1,1,0,0,2,1,7,5,7,6,6,1,7,1,3,2,1,43,3,8,2,6,0,0,0,Nuclear,2,36-45,2
3,1,0,1,2,1,0,1,0,2,2,2,1,2,2,1,1,3,2,3,0,4,3,4,5,4,4,4,5,3,4,2,1,2,30,2,28,18,14,2,3,3,Nuclear,2,26-35,1
1,1,2,0,2,0,0,0,3,1,2,1,2,0,0,1,2,1,0,0,1,6,5,5,6,6,5,7,4,5,3,4,1,2,49,2,10,8,22,3,1,0,Nuclear,2,46-60,3
2,2,2,1,3,2,1,2,3,2,1,1,3,3,2,3,1,2,2,3,2,2,1,1,6,3,7,0,7,1,3,2,3,2,21,2,26,28,32,4,4,3,Nuclear,2,18-25,0
0,2,3,0,3,1,1,0,0,3,2,1,3,0,0,3,2,1,1,0,3,6,6,1,2,7,4,2,7,1,1,3,2,1,29,1,10,8,40,4,1,0,Nuclear,2,26-35,1
0,0,1,1,2,0,0,0,1,2,0,1,2,1,1,1,2,0,0,3,1,1,6,6,5,6,7,6,4,4,4,3,3,1,21,2,4,12,22,3,2,0,Nuclear,2,18-25,0
1,0,0,0,1,2,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,3,3,4,5,7,6,6,4,5,1,2,3,1,20,2,14,8,2,0,1,0,Nuclear,2,18-25,0
2,0,3,0,3,3,2,3,0,3,2,2,3,2,0,3,2,1,1,1,2,3,5,3,5,5,5,5,5,2,2,2,2,1,55,4,30,8,38,4,1,3,Nuclear,2,46-60,3
1,1,2,0,2,1,1,1,1,1,1,0,2,0,0,1,2,0,1,2,2,2,5,6,5,4,5,6,5,4,3,1,2,2,18,3,8,12,24,3,2,0,Nuclear,2,18-25,0
2,0,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,1,5,1,7,5,7,5,7,3,4,2,3,1,20,2,34,32,40,4,4,4,Nuclear,2,18-25,0
0,0,2,0,3,0,0,1,0,3,1,1,3,1,0,3,1,0,2,0,2,2,7,7,2,5,7,3,5,3,3,2,2,2,18,2,8,4,34,4,0,0,Nuclear,2,18-25,0
3,2,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,4,7,2,7,5,6,2,5,3,3,2,22,3,40,32,42,4,4,4,Nuclear,2,18-25,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,1,1,1,1,3,2,23,1,42,42,42,4,4,4,Nuclear,2,18-25,0
0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,2,6,5,7,3,7,7,7,5,7,6,3,3,1,22,9,2,0,14,2,0,0,Joint,1,18-25,0
3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,1,7,4,7,6,7,1,4,2,1,1,50,2,42,36,42,4,4,4,Nuclear,2,46-60,3
0,1,0,1,2,0,1,1,1,0,1,1,1,1,0,1,1,2,0,0,0,1,5,5,5,5,7,5,5,3,2,3,1,1,37,1,12,8,10,1,1,0,Nuclear,2,36-45,2
1,0,1,0,3,1,0,3,0,3,1,2,1,1,0,2,2,0,0,0,1,1,1,5,3,7,7,4,6,5,2,2,3,2,53,2,18,0,26,3,0,1,Nuclear,2,46-60,3
3,1,2,2,3,1,2,2,0,3,2,2,1,2,1,2,3,1,2,0,3,5,5,3,6,3,5,7,7,2,2,1,3,2,38,4,26,16,34,4,3,3,Nuclear,2,36-45,2
2,1,1,1,3,3,1,3,0,1,3,2,1,2,2,2,1,2,2,1,0,4,5,3,5,6,7,7,5,4,1,3,2,1,62,2,34,16,18,2,3,4,Nuclear,2,60+,4
2,1,0,2,1,0,0,0,0,1,1,1,1,0,1,1,0,0,2,1,1,6,5,3,7,7,1,5,6,2,4,3,3,2,25,0,8,14,10,1,2,0,Nuclear,2,18-25,0
2,1,2,1,1,2,0,1,1,2,3,1,2,1,2,3,2,0,1,1,3,1,5,4,5,5,5,3,5,1,4,2,3,2,18,3,20,14,30,4,2,2,Nuclear,2,18-25,0
0,1,0,0,0,2,0,0,0,0,1,0,1,3,0,0,1,1,0,0,0,6,2,7,6,4,5,5,1,5,5,3,2,2,35,2,14,2,4,0,0,0,Nuclear,2,26-35,1
0,0,1,0,1,0,0,0,0,1,1,1,2,0,0,1,1,1,0,0,1,6,2,6,2,7,5,7,6,5,1,2,2,2,21,2,6,0,16,2,0,0,Nuclear,2,18-25,0
1,0,2,0,2,1,0,2,2,3,1,2,3,0,1,1,3,0,0,2,1,1,6,5,4,5,7,2,3,4,3,3,2,3,19,2,14,10,30,4,2,0,Nuclear,2,18-25,0
1,0,0,1,2,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,5,2,5,5,7,5,7,7,5,1,2,3,2,33,8,14,4,6,0,0,0,Joint,1,26-35,1
0,1,0,0,3,0,2,0,3,0,1,0,0,3,1,0,2,3,2,0,0,2,1,3,7,5,7,4,6,1,5,2,2,2,20,2,14,18,10,1,3,0,Nuclear,2,18-25,0
1,0,2,0,2,1,0,1,1,3,1,1,2,1,2,3,3,1,0,2,3,3,3,3,6,5,5,7,4,1,5,0,3,2,22,5,14,10,36,4,2,0,Nuclear,2,18-25,0
3,0,3,1,3,3,0,2,1,3,1,1,3,2,1,3,3,2,3,3,3,7,4,4,5,7,3,7,5,1,1,2,2,1,21,2,28,18,42,4,3,3,Nuclear,2,18-25,0
3,0,2,0,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3,3,1,7,5,7,3,7,2,5,3,5,4,1,2,35,3,36,30,40,4,4,4,Nuclear,2,26-35,1
2,0,3,1,1,2,2,2,0,3,0,1,1,0,0,0,2,0,2,0,0,3,5,5,6,6,7,4,3,1,1,3,1,1,21,1,14,10,20,2,2,0,Nuclear,2,18-25,0
3,3,1,3,1,1,2,3,1,0,2,3,2,2,2,2,0,2,3,3,0,4,6,6,6,6,6,7,1,6,1,2,2,2,25,2,32,34,12,1,4,3,Nuclear,2,18-25,0
2,3,2,3,3,2,0,3,2,1,2,3,3,1,2,2,3,0,1,3,1,5,7,5,3,6,3,5,5,1,2,4,2,1,30,3,26,28,30,4,4,3,Nuclear,2,26-35,1
2,2,2,0,3,0,2,2,0,2,2,2,3,0,2,3,1,0,3,1,3,5,2,3,4,6,6,6,6,2,5,2,1,1,25,3,16,20,34,4,4,1,Nuclear,2,18-25,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,7,7,7,1,1,1,7,1,7,3,2,3,46,1,42,42,42,4,4,4,Nuclear,2,46-60,3
2,2,2,2,1,2,2,0,2,1,2,3,2,1,2,1,2,2,2,2,2,5,3,5,4,5,4,5,5,5,6,2,2,2,27,1,24,28,22,3,4,2,Nuclear,2,26-35,1
2,0,3,1,3,2,1,2,2,3,2,2,3,2,2,1,3,2,3,3,3,3,5,6,7,1,2,3,6,1,4,3,2,2,41,4,28,24,38,4,4,3,Nuclear,2,36-45,2
0,0,2,1,3,3,0,3,3,3,2,2,3,3,0,2,2,3,2,0,3,6,6,2,7,7,3,6,5,5,5,1,3,1,30,3,32,12,36,4,2,3,Nuclear,2,26-35,1
1,2,0,0,2,1,0,2,2,0,0,0,0,0,2,1,0,0,1,1,0,7,5,6,3,4,3,7,6,6,4,2,3,1,21,3,8,16,6,0,3,0,Nuclear,2,18-25,0
1,1,1,1,3,2,2,2,1,2,2,2,2,2,2,1,3,1,1,1,2,4,3,4,5,6,4,5,6,2,6,2,2,2,20,3,24,18,28,4,3,2,Nuclear,2,18-25,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,7,1,6,2,7,3,7,3,3,2,2,54,4,2,0,0,0,0,0,Nuclear,2,46-60,3
0,1,2,1,2,0,0,2,2,2,2,2,2,2,1,1,2,0,0,1,3,1,5,5,5,5,6,4,5,2,5,3,2,1,25,2,16,12,28,4,2,1,Nuclear,2,18-25,0
2,1,1,0,0,1,0,0,1,3,2,1,2,1,0,2,2,1,0,0,3,2,3,5,2,6,7,1,2,6,5,2,2,1,25,2,16,4,26,3,0,1,Nuclear,2,18-25,0
2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5,6,5,6,2,4,5,4,3,5,3,3,2,25,2,28,24,28,4,4,3,Nuclear,2,18-25,0
0,1,1,0,3,0,0,1,0,2,1,0,1,2,0,2,1,2,0,0,1,5,5,3,2,6,5,3,5,5,3,2,3,2,18,4,12,2,22,3,0,0,Nuclear,2,18-25,0
2,0,2,0,3,2,1,3,2,2,2,3,3,1,2,2,2,3,0,1,3,1,6,4,6,3,7,3,4,4,2,2,1,2,21,3,32,12,34,4,2,3,Nuclear,2,18-25,0
0,0,1,1,2,0,0,1,1,3,2,1,2,0,2,1,3,0,0,0,3,1,3,2,7,3,7,2,3,6,6,2,2,1,19,2,8,8,30,4,1,0,Nuclear,2,18-25,0
3,1,1,1,3,3,2,3,3,1,3,3,2,2,2,1,1,2,3,3,3,1,5,6,7,1,7,4,3,6,3,2,1,2,21,3,38,30,24,3,4,4,Nuclear,2,18-25,0
1,1,3,3,3,1,0,1,0,2,0,2,3,1,1,1,2,0,0,2,1,2,2,7,5,7,7,7,5,7,1,3,1,2,22,5,12,14,30,4,2,0,Nuclear,2,18-25,0
1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,7,6,6,3,6,3,2,3,7,3,4,3,1,26,1,8,0,10,1,0,0,Nuclear,2,26-35,1
1,2,0,0,2,0,0,1,0,1,1,1,2,1,0,1,0,1,0,0,2,3,5,4,5,6,5,3,5,2,2,3,3,2,32,1,12,4,16,2,0,0,Nuclear,2,26-35,1
1,1,2,1,1,1,1,2,0,2,2,2,2,1,2,1,2,1,0,0,1,3,5,5,5,5,5,3,5,3,3,3,2,2,33,3,20,10,22,3,2,2,Nuclear,2,26-35,1
2,2,0,2,1,2,0,2,1,1,1,2,1,1,2,0,1,1,1,1,1,6,7,1,6,5,1,5,6,2,5,1,3,2,40,5,22,18,10,1,3,2,Nuclear,2,36-45,2
0,0,1,0,3,2,0,1,1,3,2,2,3,0,2,1,2,1,0,1,1,1,2,3,6,7,7,5,7,2,2,2,2,1,22,4,16,8,28,4,1,1,Nuclear,2,18-25,0
2,1,0,0,0,2,2,0,2,0,0,1,0,2,2,1,1,0,1,0,0,5,2,6,5,5,3,7,3,3,1,2,3,2,20,2,14,16,4,0,3,0,Nuclear,2,18-25,0
0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,2,1,0,0,4,5,4,2,5,5,4,3,5,4,3,3,2,24,2,8,4,6,0,0,0,Nuclear,2,18-25,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,5,5,5,7,3,2,2,3,1,0,2,1,36,1,2,0,2,0,0,0,Nuclear,2,36-45,2
0,0,3,1,1,0,0,2,1,2,0,0,2,0,1,3,2,2,2,1,2,6,4,6,6,7,6,7,7,4,2,2,3,2,20,1,8,12,30,4,2,0,Nuclear,2,18-25,0
0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,6,5,5,5,6,6,6,0,6,5,3,2,1,41,3,10,4,12,1,0,0,Nuclear,2,36-45,2
1,1,3,1,3,0,0,3,2,3,1,2,3,0,3,3,3,1,1,1,3,2,2,4,6,6,6,2,5,2,6,2,3,2,21,3,16,18,42,4,3,1,Nuclear,2,18-25,0
3,1,1,3,3,2,1,2,0,2,1,2,2,0,1,1,3,1,3,0,2,6,3,2,6,4,2,7,2,1,2,1,3,2,18,1,22,18,28,4,3,2,Nuclear,2,18-25,0
3,0,1,0,1,3,0,2,3,2,3,3,2,2,2,1,2,0,3,2,2,1,7,7,7,1,6,6,1,1,6,2,1,2,43,2,32,20,22,3,4,3,Nuclear,2,36-45,2
3,0,3,1,3,3,2,3,0,3,3,3,3,1,0,3,2,2,1,0,2,6,6,7,4,6,4,6,3,3,4,2,2,1,59,4,36,8,38,4,1,4,Nuclear,2,46-60,3
1,1,0,0,3,2,0,1,0,1,2,0,1,2,0,3,0,3,0,0,0,3,7,6,6,5,5,3,3,3,5,3,1,2,55,13,22,2,16,2,0,2,Extended,0,46-60,3
1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,6,2,7,5,6,4,5,3,5,1,4,3,2,52,2,12,6,2,0,0,0,Nuclear,2,46-60,3
1,0,1,0,2,1,0,1,1,3,1,2,3,2,1,1,2,1,0,0,2,2,3,5,3,6,5,6,2,2,1,2,3,1,46,2,18,4,28,4,0,1,Nuclear,2,46-60,3
0,2,2,0,3,3,0,1,0,3,1,1,3,0,0,2,2,1,2,1,3,2,5,3,1,5,7,4,4,4,5,2,2,1,28,4,14,10,36,4,2,0,Nuclear,2,26-35,1
2,0,1,0,3,2,0,1,2,2,3,2,2,1,2,3,1,3,1,1,1,1,3,5,6,3,6,6,6,4,2,3,2,2,19,3,28,12,26,3,2,3,Nuclear,2,18-25,0
0,0,2,0,1,0,0,0,0,3,0,0,3,1,0,0,3,0,0,0,3,2,5,4,3,6,6,3,4,4,6,3,3,1,24,2,2,0,30,4,0,0,Nuclear,2,18-25,0
2,0,3,0,0,3,0,0,1,3,0,2,3,0,3,2,3,1,3,2,3,5,6,7,6,7,6,2,5,3,3,2,2,1,19,3,16,18,34,4,3,1,Nuclear,2,18-25,0
0,0,0,1,1,2,0,0,2,2,1,2,2,1,0,0,0,2,0,1,0,5,1,7,5,6,7,7,7,4,2,2,2,1,20,2,16,8,10,1,1,1,Nuclear,2,18-25,0
0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,5,4,5,5,7,5,6,5,5,2,4,1,1,29,2,8,2,12,1,0,0,Nuclear,2,26-35,1
2,1,1,1,1,0,2,2,1,1,1,3,1,1,1,1,0,1,2,0,0,5,5,5,5,6,3,6,3,3,2,3,2,2,23,2,20,16,10,1,3,2,Nuclear,2,18-25,0
3,3,2,1,3,3,2,1,1,2,3,2,2,3,0,2,2,3,1,0,2,1,7,2,5,4,7,3,7,3,3,2,2,1,21,0,36,16,30,4,3,4,Nuclear,2,18-25,0
3,0,1,0,1,1,0,1,1,1,1,1,3,3,0,3,3,0,0,1,3,6,5,6,5,6,5,7,2,4,4,2,3,2,35,4,20,4,30,4,0,2,Nuclear,2,26-35,1
2,0,0,0,1,2,0,2,2,0,2,1,0,1,1,1,0,2,0,0,0,1,1,6,6,5,7,7,6,4,2,4,2,2,44,2,24,6,4,0,0,2,Nuclear,2,36-45,2
0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,7,7,7,5,6,1,6,3,3,1,4,3,2,58,1,4,4,10,1,0,0,Nuclear,2,46-60,3
2,0,0,1,0,1,0,1,0,0,1,2,0,2,0,0,0,1,0,0,0,7,6,7,4,6,1,7,1,3,2,4,0,2,29,2,20,2,0,0,0,2,Nuclear,2,26-35,1
3,3,1,0,2,2,1,3,3,1,2,2,3,0,3,1,1,2,3,3,0,3,3,2,7,1,2,2,7,1,6,2,3,2,18,4,28,32,18,2,4,3,Nuclear,2,18-25,0
1,1,1,0,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,0,1,5,2,4,1,7,4,7,2,6,2,3,2,56,9,16,14,16,2,2,1,Joint,1,46-60,3
0,0,3,0,3,3,1,3,0,0,0,3,3,0,3,3,0,3,0,3,0,7,1,4,6,7,7,1,4,1,1,4,3,1,37,3,24,14,24,3,2,2,Nuclear,2,36-45,2
1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,5,5,6,6,4,6,6,5,6,3,2,2,2,18,3,8,0,2,0,0,0,Nuclear,2,18-25,0
3,1,1,1,3,0,1,2,3,1,1,2,1,3,3,1,3,0,0,2,1,1,3,2,5,7,5,5,5,2,2,2,1,3,20,2,22,22,22,3,4,2,Nuclear,2,18-25,0
1,3,1,0,2,1,1,1,1,3,2,1,3,1,1,1,3,1,1,0,2,2,7,3,2,2,5,5,6,1,4,2,1,2,48,1,16,14,30,4,2,1,Nuclear,2,46-60,3
2,3,1,0,3,1,0,2,2,1,1,3,3,3,0,2,3,3,3,0,2,2,6,1,6,5,6,7,7,1,5,4,3,1,37,2,30,16,30,4,3,3,Nuclear,2,36-45,2
2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,5,5,6,5,5,6,2,1,3,2,3,25,2,18,18,18,2,3,1,Nuclear,2,18-25,0
0,0,1,1,2,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,6,4,7,3,7,7,7,1,5,3,3,3,2,23,3,4,4,12,1,0,0,Nuclear,2,18-25,0
1,0,2,0,2,1,0,0,1,2,1,3,2,3,0,2,2,3,0,0,1,4,4,6,5,5,5,5,2,3,3,2,1,1,20,2,24,2,26,3,0,2,Nuclear,2,18-25,0
1,0,0,0,2,0,0,1,1,2,2,1,0,1,0,0,0,1,0,0,0,1,2,5,2,5,7,3,2,6,5,2,2,1,19,3,14,2,8,0,0,0,Nuclear,2,18-25,0
3,1,2,1,2,3,1,2,1,1,2,1,2,2,3,2,3,2,2,2,2,5,7,6,7,6,6,6,6,3,4,2,2,2,22,2,30,22,28,4,4,3,Nuclear,2,18-25,0
1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,7,1,7,4,4,1,7,5,7,1,2,3,2,77,4,8,0,0,0,0,0,Nuclear,2,60+,4
1,0,0,1,1,1,1,1,2,0,1,1,1,1,0,0,0,1,1,1,0,3,5,3,6,5,6,6,3,2,2,2,2,3,18,3,14,12,4,0,2,0,Nuclear,2,18-25,0
