Q1(S),Q2(A),Q3(D),Q4(A),Q5(D),Q6(S),Q7(A),Q8(S),Q9(A),Q10(D),Q11(S),Q12(S),Q13(D),Q14(S),Q15(A),Q16(D),Q17(D),Q18(S),Q19(A),Q20(A),Q21(D),TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,education,urban,gender,age,familysize,Str,Anx,Dep,Depression,Anxiety,Stress,family,family_enc,age class,age_enc
0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,3,0,1,5,1,6,1,7,6,7,5,7,7,2,3,1,23,1,8,10,6,0,2,0,Nuclear,2,18-25,0
1,3,1,3,1,1,1,2,3,3,1,1,2,1,1,1,1,2,3,2,0,5,1,4,6,5,7,6,5,2,4,1,1,1,21,6,18,32,18,2,4,1,Joint,1,18-25,0
3,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,3,1,1,1,3,7,2,5,7,5,3,7,2,2,2,2,1,2,20,7,22,14,30,4,2,2,Joint,1,18-25,0
1,0,2,0,3,0,0,0,0,3,0,0,3,0,0,2,3,0,0,0,3,3,5,3,5,3,7,3,6,4,4,2,2,2,22,4,2,0,38,4,0,0,Nuclear,2,18-25,0
2,3,1,1,2,2,1,1,1,2,2,2,3,2,1,3,2,1,1,2,2,5,5,3,6,4,5,1,5,1,2,2,3,1,19,3,24,20,30,4,4,2,Nuclear,2,18-25,0
2,2,0,0,0,1,0,2,2,0,0,0,0,2,0,0,0,2,0,0,0,2,5,6,6,6,6,6,4,5,4,2,3,2,33,2,18,8,0,0,1,1,Nuclear,2,26-35,1
1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,5,5,6,4,6,5,6,6,6,5,3,2,2,32,3,12,6,14,2,0,0,Nuclear,2,26-35,1
0,0,3,0,1,2,0,0,0,3,0,3,3,0,0,3,3,1,0,0,3,7,1,7,1,7,4,4,1,7,1,4,1,2,33,6,12,0,38,4,0,0,Joint,1,26-35,1
2,1,2,0,3,3,1,2,2,3,1,2,2,3,3,2,3,1,1,3,3,4,4,5,7,7,5,7,7,4,7,3,3,2,20,4,28,22,36,4,4,3,Nuclear,2,18-25,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,5,1,7,6,7,2,7,1,2,1,1,77,6,2,2,0,0,0,0,Joint,1,60+,4
3,3,2,3,3,3,1,1,3,3,3,2,2,3,1,3,3,3,0,2,3,4,4,6,7,7,6,5,6,3,4,3,2,2,20,5,36,26,38,4,4,4,Nuclear,2,18-25,0
1,1,2,1,3,2,1,3,1,3,2,3,3,3,1,2,3,3,2,1,3,1,3,1,7,3,7,1,7,2,5,2,2,1,25,2,34,16,38,4,3,4,Nuclear,2,18-25,0
3,1,3,0,2,3,0,1,0,2,2,2,3,2,0,3,3,2,1,0,3,1,6,6,6,3,6,4,2,1,7,2,3,1,57,8,30,4,38,4,0,3,Joint,1,46-60,3
3,3,2,3,0,3,3,3,3,3,2,3,3,3,2,3,3,2,2,3,3,4,5,5,7,4,7,5,7,5,4,4,3,2,36,4,38,38,34,4,4,4,Nuclear,2,36-45,2
1,0,3,3,1,3,3,3,1,2,1,2,3,2,3,1,3,3,3,3,3,4,4,7,7,6,7,6,6,2,4,2,3,2,22,7,30,32,32,4,4,3,Joint,1,18-25,0
0,0,1,0,1,1,1,1,0,2,0,0,2,0,1,1,2,0,1,0,1,6,5,6,5,6,5,7,2,2,5,2,3,1,20,0,4,6,20,2,0,0,Nuclear,2,18-25,0
1,2,0,1,3,2,0,0,3,0,3,1,1,2,1,1,1,3,2,1,0,6,5,5,7,7,5,6,2,2,5,3,3,2,22,1,24,20,12,1,4,2,Nuclear,2,18-25,0
3,3,0,0,3,3,0,1,3,3,3,1,3,1,3,2,3,0,0,3,2,3,6,3,7,7,4,4,7,2,7,4,2,2,28,4,24,24,32,4,4,2,Nuclear,2,26-35,1
0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6,1,7,2,7,7,4,1,7,5,3,0,2,21,7,0,2,6,0,0,0,Joint,1,18-25,0
0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,5,3,5,2,7,6,5,3,6,5,3,2,2,29,2,8,0,4,0,0,0,Nuclear,2,26-35,1
3,1,1,3,2,3,2,3,3,3,1,3,3,1,3,2,3,2,0,3,3,4,4,7,7,6,7,7,7,7,7,2,1,2,23,4,32,30,34,4,4,3,Nuclear,2,18-25,0
0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,2,1,6,1,5,4,3,2,7,2,3,2,2,32,2,4,8,6,0,1,0,Nuclear,2,26-35,1
2,1,2,1,2,2,2,2,3,1,2,1,3,1,1,2,2,3,2,2,2,2,3,5,6,4,5,5,2,1,3,2,1,2,20,1,26,24,28,4,4,3,Nuclear,2,18-25,0
3,3,2,2,2,3,3,3,3,0,3,3,3,2,1,3,3,3,3,3,3,3,5,5,3,4,6,6,5,5,3,2,1,1,21,1,40,36,32,4,4,4,Nuclear,2,18-25,0
1,2,0,1,1,0,0,2,1,1,3,1,1,0,2,1,2,0,2,3,0,2,3,3,3,3,7,5,5,6,5,3,0,2,26,2,14,22,12,1,4,0,Nuclear,2,26-35,1
3,1,1,1,1,3,3,1,2,2,2,1,3,1,1,1,2,3,1,1,2,5,4,6,7,6,7,7,7,6,4,4,1,2,24,3,28,20,24,3,4,3,Nuclear,2,18-25,0
3,1,2,3,3,0,3,1,3,1,3,3,3,2,3,0,0,1,3,1,1,6,5,1,7,5,1,6,7,4,3,2,3,2,21,6,26,34,20,2,4,3,Joint,1,18-25,0
3,1,1,2,1,1,2,3,3,1,1,1,3,1,2,2,3,2,3,3,1,3,3,5,6,6,3,6,3,5,3,3,1,2,20,3,24,32,24,3,4,2,Nuclear,2,18-25,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,4,4,4,7,1,7,5,7,1,7,3,2,2,25,3,42,38,42,4,4,4,Nuclear,2,18-25,0
2,1,1,2,1,3,1,2,3,1,1,2,2,3,2,1,1,3,3,2,1,5,5,6,7,7,3,5,2,2,5,2,2,2,20,3,32,28,16,2,4,3,Nuclear,2,18-25,0
2,1,2,1,3,3,1,3,3,2,3,3,3,2,1,3,3,1,1,3,2,1,7,6,7,3,7,1,2,2,2,2,3,2,19,1,34,22,36,4,4,4,Nuclear,2,18-25,0
1,1,3,0,1,0,1,1,3,3,2,2,3,1,1,1,3,0,0,2,3,3,3,5,4,5,5,4,2,6,4,2,3,2,19,2,14,16,34,4,3,0,Nuclear,2,18-25,0
2,2,2,0,1,2,0,0,0,2,2,1,1,1,0,1,1,0,0,0,1,3,6,5,6,1,1,2,5,1,4,4,3,2,32,3,16,4,18,2,0,1,Nuclear,2,26-35,1
3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,4,7,4,7,4,7,5,7,5,6,2,2,2,18,3,42,42,38,4,4,4,Nuclear,2,18-25,0
0,0,0,0,1,0,0,1,0,0,1,0,1,2,0,0,1,0,0,1,1,3,5,7,5,6,6,5,1,6,2,4,2,2,68,6,8,2,8,0,0,0,Joint,1,60+,4
2,0,0,0,2,1,0,0,2,0,0,1,0,1,0,1,0,3,0,0,0,3,2,5,6,4,3,6,1,4,5,2,2,2,19,3,16,4,6,0,0,1,Nuclear,2,18-25,0
3,3,3,2,3,2,1,3,3,3,3,3,3,2,3,3,3,3,1,3,3,6,6,4,7,6,4,4,6,3,3,0,1,2,23,3,38,32,42,4,4,4,Nuclear,2,18-25,0
3,2,3,3,3,3,3,2,3,3,3,3,3,3,1,2,3,3,2,2,3,1,3,4,7,2,7,0,7,1,4,2,2,2,20,7,40,32,40,4,4,4,Joint,1,18-25,0
2,1,1,2,1,2,1,2,3,2,1,2,2,3,2,2,3,2,2,2,2,2,6,4,7,3,7,5,5,2,6,3,2,2,25,3,28,26,26,3,4,3,Nuclear,2,18-25,0
2,1,0,1,1,2,2,2,3,0,1,1,3,3,3,1,1,3,0,3,1,1,7,6,7,6,7,6,4,1,1,3,2,2,27,1,28,26,14,2,4,3,Nuclear,2,26-35,1
1,1,2,0,2,1,0,1,1,2,1,1,2,0,1,2,1,1,1,1,0,2,1,6,6,5,7,7,5,6,3,4,3,2,53,1,12,10,22,3,2,0,Nuclear,2,46-60,3
3,1,2,1,3,2,2,2,3,1,2,2,3,0,2,2,3,0,1,3,2,2,1,6,6,5,7,7,1,5,2,4,3,2,53,4,22,26,32,4,4,2,Nuclear,2,46-60,3
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,5,5,7,5,4,5,4,4,4,2,2,2,18,1,16,16,14,2,3,1,Nuclear,2,18-25,0
3,1,3,3,3,3,2,1,3,2,3,3,3,3,3,3,1,3,3,3,2,1,7,2,7,2,3,5,5,1,3,2,3,2,23,5,38,36,34,4,4,4,Nuclear,2,18-25,0
2,1,2,1,2,1,1,2,3,2,3,3,3,1,1,2,3,2,2,3,2,2,5,4,6,5,7,6,6,4,3,2,3,2,22,5,28,24,32,4,4,3,Nuclear,2,18-25,0
2,1,2,1,3,1,2,3,2,1,2,3,2,2,2,3,3,2,2,2,3,2,4,3,6,6,6,4,5,5,3,0,1,1,44,1,30,24,34,4,4,3,Nuclear,2,36-45,2
1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,7,6,0,5,7,6,6,5,6,2,2,3,1,18,0,8,0,2,0,0,0,Nuclear,2,18-25,0
2,0,1,0,2,2,1,2,0,0,2,1,2,1,0,1,0,2,1,1,1,6,7,7,5,6,5,2,2,4,5,2,1,2,18,4,24,6,14,2,0,2,Nuclear,2,18-25,0
3,3,1,3,2,3,3,1,3,1,2,3,3,3,3,0,3,1,3,3,2,4,4,7,7,7,7,3,3,1,4,1,3,2,18,3,32,42,24,3,4,3,Nuclear,2,18-25,0
3,2,2,1,1,1,0,2,0,2,1,2,2,1,2,2,2,1,0,3,2,1,5,7,5,2,7,5,5,3,5,3,2,2,54,5,22,16,26,3,3,2,Nuclear,2,46-60,3
0,2,1,0,1,0,0,0,2,3,2,0,3,0,0,3,3,2,0,0,3,5,4,7,2,5,6,7,1,6,4,3,2,2,23,4,8,8,34,4,1,0,Nuclear,2,18-25,0
3,0,1,0,2,3,0,1,1,0,3,0,1,1,0,1,0,3,0,0,0,6,7,7,7,5,1,6,5,5,2,2,1,2,19,1,28,2,10,1,0,3,Nuclear,2,18-25,0
0,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,6,5,5,5,7,5,7,6,3,1,1,3,2,29,2,16,14,18,2,2,1,Nuclear,2,26-35,1
0,0,1,1,1,1,1,3,0,0,3,3,0,1,2,1,0,0,2,0,0,2,5,7,4,7,5,7,1,5,3,4,3,2,52,2,22,12,6,0,2,2,Nuclear,2,46-60,3
3,0,2,2,0,3,2,3,3,0,3,3,1,3,3,0,3,3,3,3,0,6,7,2,7,7,5,5,7,1,5,2,3,2,20,2,42,32,12,1,4,4,Nuclear,2,18-25,0
1,0,1,1,1,1,0,0,1,3,1,0,2,1,0,2,1,2,1,0,1,4,4,4,5,5,2,5,5,3,6,3,3,2,25,5,12,6,22,3,0,0,Nuclear,2,18-25,0
3,3,3,1,3,2,2,3,3,3,3,3,3,2,2,1,3,3,0,1,3,6,7,7,7,7,3,6,5,2,5,2,3,2,25,2,38,24,38,4,4,4,Nuclear,2,18-25,0
3,1,2,1,3,2,0,0,2,3,3,2,1,3,2,3,3,3,1,3,3,4,4,4,7,4,3,4,7,4,4,3,3,2,33,7,32,20,36,4,4,3,Joint,1,26-35,1
3,1,3,3,3,2,3,2,3,3,3,3,3,0,2,3,3,3,2,2,3,1,6,5,6,3,3,2,6,1,5,2,2,2,18,2,32,32,42,4,4,3,Nuclear,2,18-25,0
1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,3,4,6,5,6,6,5,3,6,3,4,2,2,24,4,14,16,10,1,3,0,Nuclear,2,18-25,0
0,1,1,0,3,1,2,0,0,1,1,1,2,0,1,2,2,0,0,1,0,2,3,4,5,4,6,4,6,4,7,2,2,1,28,7,6,10,22,3,2,0,Joint,1,26-35,1
2,2,2,2,2,3,1,1,3,2,3,1,2,2,1,3,2,2,2,2,2,6,4,3,6,6,5,3,6,3,2,3,3,2,24,4,28,26,30,4,4,3,Nuclear,2,18-25,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,1,7,7,7,1,7,3,1,1,20,0,42,42,42,4,4,4,Nuclear,2,18-25,0
0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,2,1,3,5,5,5,0,6,3,6,2,2,2,21,5,4,6,8,0,0,0,Nuclear,2,18-25,0
0,0,0,1,0,2,1,1,2,1,2,0,1,0,2,0,0,0,0,3,1,4,2,5,6,5,5,7,2,2,2,3,3,2,22,2,10,18,6,0,3,0,Nuclear,2,18-25,0
1,3,2,1,2,3,2,1,1,3,3,3,3,2,1,2,3,3,1,3,3,2,6,2,6,5,7,2,7,4,2,3,2,2,21,4,32,24,36,4,4,3,Nuclear,2,18-25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,7,1,7,1,1,2,6,4,2,3,2,19,5,2,0,0,0,0,0,Nuclear,2,18-25,0
3,2,3,2,3,3,3,2,2,3,3,3,3,3,2,3,3,3,2,3,3,1,1,4,5,3,7,7,2,4,2,2,2,2,34,3,40,32,42,4,4,4,Nuclear,2,26-35,1
0,1,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,7,1,6,6,6,1,7,1,4,1,1,33,2,6,6,4,0,0,0,Nuclear,2,26-35,1
2,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,3,0,1,3,3,3,4,5,6,2,6,4,4,2,4,2,3,2,18,2,18,24,28,4,4,1,Nuclear,2,18-25,0
3,1,2,1,0,2,0,3,3,1,3,2,3,3,3,2,1,3,0,3,2,6,6,4,6,6,1,7,7,2,4,2,2,2,20,9,38,22,22,3,4,4,Joint,1,18-25,0
1,0,1,0,3,3,1,2,2,2,3,2,1,2,1,2,1,3,2,1,1,1,6,4,5,1,7,6,2,6,2,4,2,2,41,2,32,14,22,3,2,3,Nuclear,2,36-45,2
3,0,1,0,1,3,1,3,3,1,3,2,3,3,2,2,3,3,0,3,3,1,4,5,7,6,7,7,4,1,4,2,1,2,19,3,40,18,28,4,3,4,Nuclear,2,18-25,0
1,2,1,2,2,2,0,2,2,1,3,1,3,2,0,2,2,1,2,0,1,2,2,4,6,3,5,7,6,4,5,2,2,2,19,4,24,16,24,3,3,2,Nuclear,2,18-25,0
1,2,1,2,2,0,2,2,1,1,2,1,3,2,1,1,3,1,2,2,1,2,2,5,4,4,6,6,2,4,6,2,2,2,19,3,18,24,24,3,4,1,Nuclear,2,18-25,0
3,3,1,1,1,3,2,2,3,2,3,3,3,3,2,2,3,3,3,3,3,7,7,6,7,7,2,4,7,1,4,3,1,2,23,5,40,34,30,4,4,4,Nuclear,2,18-25,0
1,1,0,1,1,3,1,1,1,0,2,0,1,1,2,1,0,1,0,0,0,2,7,6,5,5,6,5,5,4,3,3,3,2,51,1,18,12,6,0,2,1,Nuclear,2,46-60,3
2,1,3,2,3,1,2,3,2,3,2,1,3,2,3,3,3,2,3,1,2,1,2,5,6,4,6,6,4,2,2,2,2,2,49,3,26,28,40,4,4,3,Nuclear,2,46-60,3
2,1,2,0,1,2,0,1,2,2,1,1,2,2,1,3,2,3,0,2,2,2,2,4,7,5,4,6,4,2,5,3,2,2,20,3,24,12,28,4,2,2,Nuclear,2,18-25,0
2,3,0,1,3,2,1,0,2,3,1,1,2,1,0,3,3,3,1,3,2,6,6,7,6,6,3,6,2,1,2,3,1,2,23,4,20,22,32,4,4,2,Nuclear,2,18-25,0
0,1,0,0,1,1,0,1,3,1,1,1,0,0,0,0,1,3,1,1,1,7,7,4,7,7,7,5,6,5,5,4,2,2,25,4,14,12,8,0,2,0,Nuclear,2,18-25,0
1,1,1,0,2,3,0,0,3,1,1,2,3,1,3,1,3,0,1,1,3,6,7,5,7,6,5,6,7,3,4,4,3,2,26,5,16,18,28,4,3,1,Nuclear,2,26-35,1
3,0,3,1,1,3,0,1,3,3,3,3,3,3,3,1,3,3,1,1,3,2,7,2,7,3,6,5,7,2,7,2,3,2,19,5,38,18,34,4,3,4,Nuclear,2,18-25,0
2,3,2,1,0,3,0,0,1,3,3,3,0,0,0,0,3,3,0,1,3,7,4,1,7,1,7,7,7,1,1,2,2,2,21,3,28,12,22,3,2,3,Nuclear,2,18-25,0
3,1,2,1,1,2,1,1,2,1,1,3,3,1,2,1,3,2,1,2,2,6,5,5,6,5,6,7,6,3,5,2,1,1,23,0,26,20,26,3,4,3,Nuclear,2,18-25,0
3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,6,6,3,3,7,2,1,6,3,3,1,44,4,40,42,40,4,4,4,Nuclear,2,36-45,2
2,3,3,2,1,2,1,1,2,3,2,3,2,2,2,1,3,3,2,3,3,4,5,1,7,3,5,7,7,1,7,3,3,2,19,5,30,30,32,4,4,3,Nuclear,2,18-25,0
3,1,1,1,2,2,2,3,1,1,3,3,3,0,2,0,1,2,2,0,2,3,2,6,5,7,3,6,3,3,1,2,3,2,20,2,32,18,20,2,3,3,Nuclear,2,18-25,0
2,2,1,1,2,2,1,2,1,1,2,2,2,1,1,1,2,2,2,1,2,5,4,4,5,4,6,4,4,4,3,2,3,1,37,7,26,18,22,3,3,3,Joint,1,36-45,2
3,3,3,3,3,2,3,2,3,3,3,3,3,2,2,3,3,1,3,3,3,1,6,1,7,2,4,4,5,2,4,1,1,2,42,3,32,40,42,4,4,3,Nuclear,2,36-45,2
0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,7,1,7,7,6,6,4,7,1,1,4,3,2,27,3,10,10,4,0,2,0,Nuclear,2,26-35,1
1,0,0,1,0,1,0,0,0,0,1,2,1,2,1,0,1,2,3,0,1,3,2,6,6,6,6,6,2,3,2,3,3,2,28,2,18,10,6,0,2,1,Nuclear,2,26-35,1
0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,2,0,1,0,1,0,5,5,6,5,7,3,6,5,5,6,3,1,1,24,7,6,6,8,0,0,0,Joint,1,18-25,0
1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,2,6,5,5,6,6,6,1,5,2,4,2,2,61,4,10,2,8,0,0,0,Nuclear,2,60+,4
0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,2,3,7,2,5,7,5,3,7,1,2,1,1,19,1,6,6,0,0,0,0,Nuclear,2,18-25,0
3,0,0,3,2,3,3,3,3,1,3,2,1,2,3,1,2,3,3,3,1,3,1,6,7,2,6,7,2,5,3,2,2,2,24,3,38,36,16,2,4,4,Nuclear,2,18-25,0
0,3,3,1,3,0,2,3,3,2,0,3,3,0,3,3,3,1,3,3,3,1,4,4,5,1,7,5,2,1,7,2,3,1,20,3,14,36,40,4,4,0,Nuclear,2,18-25,0
2,0,2,3,3,2,3,2,1,1,1,1,1,0,1,2,2,0,3,1,1,6,5,3,5,4,2,6,6,2,2,2,3,2,18,2,16,24,24,3,4,1,Nuclear,2,18-25,0
1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,4,3,6,4,5,5,5,3,3,4,3,2,1,23,5,16,12,12,1,2,1,Nuclear,2,18-25,0
3,1,3,1,1,3,3,3,1,3,2,2,3,1,3,3,3,3,0,3,3,5,7,4,7,4,2,3,6,4,5,3,1,2,22,0,34,24,38,4,4,4,Nuclear,2,18-25,0
3,0,1,0,1,3,0,2,2,3,0,2,2,2,1,0,3,3,1,1,3,3,3,4,2,6,7,6,6,4,7,2,3,2,18,4,30,10,26,3,2,3,Nuclear,2,18-25,0
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,5,1,6,2,5,3,3,6,4,5,3,3,2,31,3,4,2,10,1,0,0,Nuclear,2,26-35,1
2,2,2,3,2,1,3,2,2,2,2,3,3,2,1,2,3,3,3,1,3,2,7,6,5,6,7,2,2,2,2,3,3,1,23,2,30,30,34,4,4,3,Nuclear,2,18-25,0
3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,1,1,7,3,7,7,7,1,7,2,3,1,19,3,42,32,42,4,4,4,Nuclear,2,18-25,0
1,0,1,1,3,1,1,1,1,2,1,3,2,2,1,3,2,1,0,0,1,3,2,2,5,6,3,7,4,1,2,3,3,2,45,2,20,8,28,4,1,2,Nuclear,2,36-45,2
3,0,3,1,3,3,1,3,3,3,3,3,3,3,0,3,3,3,0,1,3,4,5,3,5,4,5,4,7,1,2,2,1,1,19,2,42,12,42,4,2,4,Nuclear,2,18-25,0
3,1,3,1,3,2,0,3,3,3,2,2,2,2,2,3,3,3,1,1,2,5,5,2,7,6,7,6,4,2,2,4,3,2,22,5,34,18,38,4,3,4,Nuclear,2,18-25,0
3,2,1,2,3,3,2,1,3,2,1,2,1,2,1,1,1,2,0,2,2,1,1,4,5,5,7,7,6,5,7,2,1,2,19,5,28,24,22,3,4,3,Nuclear,2,18-25,0
0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,2,2,1,3,4,7,5,4,3,4,3,3,2,30,6,6,8,6,0,1,0,Joint,1,26-35,1
3,1,3,0,3,3,1,2,3,3,1,1,3,2,2,3,3,2,2,3,2,3,2,5,7,6,7,7,3,2,2,3,3,2,23,6,28,24,40,4,4,3,Joint,1,18-25,0
0,0,2,3,2,3,1,1,2,0,0,1,1,0,2,1,3,3,0,1,2,6,1,4,5,5,6,7,3,7,4,0,3,2,21,0,16,18,22,3,3,1,Nuclear,2,18-25,0
3,1,2,3,2,1,3,0,3,3,1,1,2,1,1,1,3,2,3,1,3,4,1,7,6,5,7,7,5,5,4,3,3,2,21,2,18,30,32,4,4,1,Nuclear,2,18-25,0
3,3,2,1,2,2,0,2,3,3,3,3,3,1,1,3,3,3,3,3,3,3,7,3,7,5,7,6,6,2,7,2,2,2,21,5,34,28,38,4,4,4,Nuclear,2,18-25,0
2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,5,5,5,5,3,6,5,5,3,5,2,3,2,21,3,22,22,28,4,4,2,Nuclear,2,18-25,0
2,3,1,1,1,3,3,3,3,1,3,1,3,2,3,3,3,3,2,2,3,6,2,7,7,7,4,7,2,4,2,2,1,2,18,6,34,34,30,4,4,4,Joint,1,18-25,0
2,1,2,1,3,3,1,2,1,3,3,3,3,3,1,2,3,3,1,3,0,2,6,6,7,5,5,4,6,2,7,3,2,2,21,3,38,18,32,4,3,4,Nuclear,2,18-25,0
1,1,3,1,2,1,1,1,2,3,2,1,3,1,2,3,3,0,0,0,3,1,5,6,6,2,7,6,5,2,6,2,3,1,21,2,14,14,40,4,2,0,Nuclear,2,18-25,0
0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,3,2,1,0,2,4,6,6,2,7,4,1,5,3,3,3,2,25,3,10,8,6,0,1,0,Nuclear,2,18-25,0
1,1,0,1,1,1,2,1,2,0,1,2,1,1,1,0,0,2,0,1,0,4,4,1,5,5,5,5,4,3,3,2,1,1,33,4,18,16,4,0,3,1,Nuclear,2,26-35,1
3,3,2,3,3,2,0,2,3,3,2,3,3,1,2,3,3,1,3,2,2,3,4,5,7,6,6,7,3,2,2,3,1,2,27,3,28,32,38,4,4,3,Nuclear,2,26-35,1
1,1,0,0,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,4,5,5,5,5,3,4,3,3,3,2,21,5,14,10,14,2,2,0,Nuclear,2,18-25,0
1,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,7,1,7,1,7,1,4,1,7,2,2,1,21,1,36,34,40,4,4,4,Nuclear,2,18-25,0
3,0,2,2,2,3,2,2,2,1,3,2,3,2,3,1,3,1,2,2,3,1,3,6,6,3,7,7,3,2,2,2,2,2,18,1,32,26,30,4,4,3,Nuclear,2,18-25,0
2,0,3,1,2,2,1,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,6,6,5,6,6,3,5,2,3,3,2,21,4,38,24,40,4,4,4,Nuclear,2,18-25,0
0,2,1,0,0,3,0,0,1,2,0,1,2,1,0,0,3,3,0,1,2,4,4,7,6,5,4,5,7,7,5,3,3,2,32,6,16,8,20,2,1,1,Joint,1,26-35,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,2,7,6,7,6,5,5,3,3,2,23,4,0,0,2,0,0,0,Nuclear,2,18-25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,7,2,4,2,2,45,3,0,0,0,0,0,0,Nuclear,2,36-45,2
0,0,0,0,1,0,0,1,0,1,1,1,2,1,0,0,0,1,0,0,0,7,1,7,2,7,1,6,2,7,2,3,1,2,41,2,10,0,8,0,0,0,Nuclear,2,36-45,2
1,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,4,5,3,7,4,7,6,5,2,6,4,3,2,25,2,16,0,6,0,0,1,Nuclear,2,18-25,0
0,0,2,0,3,2,0,0,0,0,1,0,3,0,0,3,3,0,2,1,3,3,1,3,1,7,1,7,7,3,1,4,2,2,28,3,6,6,34,4,0,0,Nuclear,2,26-35,1
3,0,3,1,2,3,1,3,2,1,3,2,3,1,2,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,3,3,2,25,3,32,20,36,4,4,3,Nuclear,2,18-25,0
3,3,3,0,2,2,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,4,7,7,7,4,7,7,2,1,7,2,2,2,34,11,40,28,40,4,4,4,Extended,0,26-35,1
0,0,1,2,0,1,2,1,1,0,2,1,1,0,1,1,1,1,2,1,1,4,3,5,6,6,6,4,5,2,4,2,1,2,20,4,12,18,10,1,3,0,Nuclear,2,18-25,0
1,0,1,0,1,2,0,2,1,1,1,3,1,1,1,1,1,3,0,1,1,5,4,7,5,2,5,7,2,3,1,2,3,2,18,2,26,6,14,2,0,3,Nuclear,2,18-25,0
2,0,1,0,1,0,0,0,0,1,1,0,3,2,0,3,3,0,0,0,1,1,4,5,5,4,7,5,5,2,4,2,3,2,29,0,10,0,26,3,0,0,Nuclear,2,26-35,1
2,2,2,0,2,0,0,0,0,1,2,1,1,2,0,2,1,2,0,0,1,1,7,6,5,3,6,6,5,5,2,2,2,2,19,2,18,4,20,2,0,1,Nuclear,2,18-25,0
2,1,0,1,0,1,1,2,2,0,1,2,1,0,1,1,2,1,1,2,0,2,1,3,5,3,4,5,4,3,3,2,2,2,22,4,18,18,8,0,3,1,Nuclear,2,18-25,0
2,0,2,0,1,2,1,1,3,2,2,1,3,2,2,3,2,3,2,2,3,3,4,2,6,4,5,4,6,4,5,0,2,1,20,4,26,20,32,4,4,3,Nuclear,2,18-25,0
1,3,3,1,2,3,2,1,3,3,2,1,2,2,3,1,1,1,2,1,3,6,5,3,6,2,2,2,5,3,5,3,3,2,23,3,22,30,30,4,4,2,Nuclear,2,18-25,0
3,0,2,0,1,2,1,2,2,3,3,2,3,3,3,2,3,3,1,2,3,3,6,7,5,7,4,7,3,4,1,2,1,1,33,2,36,18,34,4,3,4,Nuclear,2,26-35,1
